name,url,location,contact,email,phone,address,dataexchange_id
Ride-On Montgomery County Transit,http://www.montgomerycountymd.gov/,"Rockville, MD",Ms. Carolyn Biggins (CEO/Chief-Division of Transit Services),Carolyn.Biggins@montgomerycountymd.gov,(240)777-5806,"
101 Monroe Street 5th Floor
Rockville, MD 20850"
The Tri--County Council for the Lower Eastern Shore of Maryland (Shore Transit),http://www.shoretransit.org/,"Snow Hill , MD",Mr. Michael Pennington (Executive Director ),mike@lowershore.org,410-632-4700,"
101 West Green Street
Snow Hill , MD 21863"
Carroll County Planning Department (CATS),http://www.carrolltransit.org/,"Westminster, MD",Mr. Steven Horn (CEO Planning Director),shorn@ccg.carr.org,(410)386-2145,"
225 North Center Street
Westminster, MD 21157"
Lehigh and Northampton Transportation Authority (LANTA),http://www.lantabus.com/,"Allentown, PA",Mr. Armando Greco (Executive Director),agreco@lantabus.com,(610)435-4052,"
1060 Lehigh Street
Allentown, PA 18103"
Altoona Metro Transit (AMTRAN),http://www.amtran.org/,"Altoona, PA",Mr. Eric Wolf (General Manager),EricWolf@Amtran.Org,(814)944-4074,"
3301 Fifth Avenue
Altoona, PA 16602"
Mid Mon Valley Transit Authority (MMVTA),http://www.mmvta.com/,"Charleroi, PA",Mrs. Valerie Kissell (Executive Director),vkissell@mmvta.com,(724)489-0880,"
1300 McKean Avenue
Charleroi, PA 15022"
Erie Metropolitan Transit Authority (EMTA),http://www.emtaerie.com/,"Erie, PA",Mr. Dennis Solensky (Executive Director),dsolensky@emtaerie.com,(814)459-4287,"
127 East 14th Street
Erie, PA 16512"
Westmoreland County Transit Authority (WCTA),http://www.westmorelandtransit.com/,"Greensburg, PA",Mr. Larry Morris (Executive Director),lmorris@westmorelandtransit.com,(724)832-2705,"
41 Bell Way
Greensburg, PA 15601"
Capital Area Transit (CAT),http://www.cattransit.com/,"Harrisburg, PA",Mr. James Hoffer (Executive Director),jhoffer@cattranist.com,(717)233-5657,"
901 North Cameron Street
Harrisburg, PA 17105"
Pennsylvania Department of Transportation (PENNDOT),http://www.dot.state.pa.us/,"Harrisburg, PA","Mr. Robert Sharp (Chief, Rural & Intercity Transportation Division)",rosharp@state.pa.us,(717)783-9461,"
Harrisburg, PA 17105"
Shenango Valley Shuttle Service (SVSS),http://www.mcrcog.com/,"Hermitage, PA",Mr. Thomas Tulip (Administrator),TTulip@mcrcog.com,(724)981-1561,"
2495 Highland Road
Hermitage, PA 16148"
Cambria County Transit Authority (CamTran),http://www.camtranbus.com/,"Johnstown, PA",Ms. Rose Lucey-Noll (Executive Director),rlnoll@camtranbus.com,(814)535-5526 Ext:202,"
726 Central Avenue
Johnstown, PA 15902"
Luzerne County Transportation Authority (LCTA),http://www.lctabus.com/,"Kingston, PA",Mr. Stanley Strelish (Executive Director),sstrelish@epix.net,(570)288-9356 Ext:206,"
315 Northampton Street
Kingston, PA 18704"
Red Rose Transit Authority (RRTA),http://www.redrosetransit.com/,"Lancaster, PA",Mr. David Kilmer (Executive Director),dkilmer@redrosetransit.com,(717)397-5613,"
45 Erick Road
Lancaster, PA 17601"
County of Lebanon Transit Authority (COLT),http://www.coltbus.org/,"Lebanon, PA",Ms. Theresa Giurintano (Executive Director),tgiurintano@coltbus.org,717-274-3664 Ext:311,"
200 Willow Street
Lebanon, PA 17046"
Fayette Area Coordinated Transportation (FACT),http://www.factbus.com/,"Lemont Furnace, PA",Mrs. Lori Groover-Smith (Acting Director),lgsmith@hs.fayette.org,(724)628-7485,"
825 Airport Road
Lemont Furnace, PA 15456"
Southeastern Pennsylvania Transportation Authority (SEPTA),http://www.septa.org/,"Philadelphia, PA",Mr. Joseph Casey (General Manager),jcasey@septa.org,(215)580-7070,"
1234 Market Street
Philadelphia, PA 19107"
Access Transportation Systems (ACCESS),http://www.portauthority.org/PAAC/CustomerInfo/ACCESS/tabid/121/Default.aspx,"Pittsburgh, PA",Ms. Karen Hoesch (Executive Director),khoesch@accesstransys.com,(412)562-5380 Ext:3001,"
Centre City Tower 440 650 Smithfield Street
Pittsburgh, PA 15222"
Port Authority of Allegheny County (Port Authority),http://www.portauthority.org/,"Pittsburgh, PA",Mr. Stephen Bland (Chief Executive Officer),sbland@portauthority.org,(412)566-5311,"
345 Sixth Avenue 3rd Floor
Pittsburgh, PA 15222"
Southwestern Pennsylvania Commission (SPC),http://www.spcregion.org/,"Pittsburgh, PA",Dr. James Hassinger (Executive Director),jhassinger@spcregion.org,(412)391-5590 Ext:321,"
425 Sixth Avenue Suite 2500
Pittsburgh, PA 15219"
Berks Area Reading Transportation Authority (BARTA),http://www.bartabus.com/,"Reading, PA",Mr. Dennis Louwerse (Executive Director),dlouwerse@bartabus.com,(610)921-0605 Ext:201,"
1700 North 11th Street
Reading, PA 19604"
Beaver County Transit Authority (BCTA),http://www.bcta.com/,"Rochester, PA",Ms. Mary Morandini (General Manager),maryjom@bcta.com,(724)728-4255,"
200 West Washington Street
Rochester, PA 15074"
County of Lackawanna Transit System (COLTS),http://www.coltsbus.com/,"Scranton, PA",Mr. Robert Fiume (Executive Director),fiumer@lackawannacounty.org,(570)346-2061 Ext:1263,"
North South Road
Scranton, PA 18504"
Centre Area Transportation Authority (CATA),http://www.catabus.com/,"State College, PA",Mr. Hugh Mose (General Manager),hmose@catabus.com,(814)238-2282 Ext:130,"
2081 West Whitehall Road
State College, PA 16801"
"G G and C Bus Company, Inc.",http://www.ggcbusride.com/,"Washington, PA",Mr. John Lenzner (President),dgood@ggcbus.com,(724)222-2320,"
2924 Jefferson Avenue
Washington, PA 15301"
Williamsport Bureau of Transportation (RVT),http://www.ridervt.com/,"Williamsport, PA","Mr. William Nichols, Jr. (General Manager)",bnichols@rideRVT.com,(570)326-2500,"
1500 West Third Street
Williamsport, PA 17701"
York County Transportation Authority (rabbittransit),http://www.rabbittransit.org/,"York, PA",Mr. Richard Farr (Executive Director),rfarr@rabbittransit.org,(717)846-5562,"
1230 Roosevelt Avenue
York, PA 17404"
City of Alexandria (DASH),http://www.alexandriava.gov/dot,"Alexandria, VA",Ms. Laura Triggs (Director of Finance),laura.triggs@alexandriava.gov,(703)746-3900,"
301 King Street
Alexandria, VA 22314"
Arlington Transit - Arlington County (ART),http://www.arlingtontransit.com/,"Arlington, VA",Mr. Stephen DelGiudice (Transit Bureau Chief),sdelgiudice@arlingtonva.us,(703)228-0090,"
2100 Clarendon Boulevard Suite 900
Arlington, VA 22201"
Charlottesville Transit Service (CTS),http://www.charlottesville.org/transit,"Charlottesville, VA",Mr. Bill Watterson (Transit Manager),watterson@charlottesville.org,(434)970-3840 Ext:3849,"
315 Fourth Street, N.W.
Charlottesville, VA 22902"
City of Danville Mass Transit System (Danville Transit),http://www.danvilletransit.com/,"Danville, VA",Mr. Lyle Lacy (City Manager),cmo@ci.danville.va.us,(434)799-5100,"
427 Patton Street
Danville, VA 24541"
City of Fairfax CUE Bus (CUE),http://www.cuebus.org/,"Fairfax, VA",Mr. Robert Sisson (City Manager),RSisson@fairfaxva.gov,(703)385-7850,"
10455 Armstrong Street
Fairfax, VA 22030"
Fairfax Connector Bus System (Fairfax Connector),http://www.fairfaxconnector.com/,"Fairfax, VA","Ms. Katharine Ichter, P.E. (Director - Department of Transportation)",judy.carleton@fairfaxcounty.gov,(703)324-1100,"
12055 Government Center Parkway Suite 1034
Fairfax, VA 22035"
Fredericksburg Regional Transit (FRED),http://www.fredericksburgva.gov/,"Fredericksburg, VA",Mr. Beverly Cameron (City Manager),bcameron@fredericksburgva.gov,(540)372-1010,"
1400 Jefferson Davis Hwy
Fredericksburg, VA 22401"
City of Harrisonburg Department of Public Transportation (Harrisonburg Transit),http://www.hdpt.com/,"Harrisonburg, VA",Mr. Reggie Smith (Director of Public Transportation),reggies@hdpt.com,(540)432-0496,"
475 East Washington Street
Harrisonburg, VA 22802"
Loudoun County Commuter Bus Service - Office of Transportation Services (LC Transit),http://www.loudoun.gov/bus,"Leesburg, VA",Mrs. Nancy Gourley (Chief Executive Officer),nancy.gourley@loudoun.gov,(703)737-8624,"
1 Harrison Street, S.E. MSC#69
Leesburg, VA 20175"
Greater Lynchburg Transit Company (GLTC),http://www.gltconline.com/,"Lynchburg, VA",Mr. Michael Carroll (General Manager),michael.carroll@lynchburgva.gov,(434)455-5084,"
1301 Kemper Street
Lynchburg, VA 24505"
Petersburg Area Transit (PAT),http://www.petersburg-va.org/,"Petersburg, VA",Mr. B. David Canada (City Manager),ctymgr@earthlink.net,(804)733-2301,"
309 Fairgrounds Road
Petersburg, VA 23803"
Greater Richmond Transit Company (GRTC Transit System),http://www.ridegrtc.com/,"Richmond, VA",Mr. John Lewis (CEO),jlewis@ridegrtc.com,(804)358-3871,"
101 South Davis Avenue
Richmond, VA 23220"
Greater Roanoke Transit Company (Valley Metro),http://valleymetro.com/,"Roanoke, VA",Mr. Carl Palmer (General Manager),cpalmer@valleymetro.com,(540)982-0305 Ext:111,"
1108 Campbell Avenue, S.E.
Roanoke, VA 24032"
Williamsburg Area Transport (WAT),http://www.williamsburgtransport.com/,"Williamsburg, VA",Mr. Mark Rickards (Executive Director),mrickards@james-city.va.us,(757)220-5493,"
7239 Pocahontas Trail
Williamsburg, VA 23185"
Potomac and Rappahannock Transportation Commission (PRTC),http://www.prtctransit.org/,"Woodbridge, VA",Mr. Alfred Harf (Executive Director),AHarf@Omniride.com,(703)583-7782,"
14700 Potomac Mills Road
Woodbridge, VA 22192"
Kanawha Valley Regional Transportation Authority (KVRTA),http://www.rideonkrt.com/,"Charleston, WV",Mr. Dennis Dawson (General Manager),ddawson@rideonkrt.com,(304)343-3840,"
1550 4TH AVENUE
Charleston, WV 25324"
The Tri-State Transit Authority (TTA),http://www.tta-wv.com/,"Huntington, WV",Mr. Paul Davis (CEO),pdavis@tta-wv.com,(304)529-6094 Ext:222,"
1120 Virginia Avenue, West
Huntington, WV 25779"
Monongalia County Urban Transit (Mt. Line Transit),http://www.busride.org/,"Morgantown, WV",Mrs. Jenny Dinsmore (Board President),wp@busride.org,(304)296-3680,"
420 Dupont Road
Morgantown, WV 26501"
Mid-Ohio Valley Transit Authority (Easy Rider),http://www.easyriderbus.com/,"Parkersburg, WV",Mr. G. Lockhart (General Manager ),movta@live.com,(304)422-4100,"
520 Juliana Street
Parkersburg, WV 26101"
Ohio Valley Regional Transportation Authority (OVRTA / EORTA),http://www.ovrta.org/,"Wheeling, WV",Mr. Thomas Hvizdos (Executive Director),hvizdos@ovrta.org,(304)232-2190,"
21 South Huron Street
Wheeling, WV 26003"
Birmingham-Jefferson County Transit Authority (MAX),http://www.bjcta.org/,"Birmingham, AL",Mr. David Hill (Executive Director),dhill@bjcta.org,(205)521-0140,"
1735 Morris Avenue
Birmingham, AL 35203"
Morgan County Area Transportation System (MCATS),http://www.co.morgan.al.us/,"Decatur, AL","Mr. John Glasscock (Chairman, Morgan County Commission)",jglasscock@co.morgan.al.us,(256)351-4730,"
Decatur, AL 35602"
Wiregrass Transit Authority,http://www.sanman.net/searpdc/searpdc.htm,"Dothan, AL",Mr. Thomas Solomon (Executive Director),tsolomon@searpdc.org,(334)794-4093 Ext:1417,"
201 Depot St
Dothan, AL 36302"
Gadsden Transportation Services - City of Gadsden (GTS),http://www.cityofgadsden.com/,"Gadsden, AL","Hon. Sherman Guyton (Mayor, City of Gadsden)",sguyton@cityofgadsden.com,(256)549-4646,"
90 Broad Street
Gadsden, AL 35902"
"City of Huntsville, Alabama - Public Transportation Division",http://www.hsvcity.com/,"Huntsville, AL","Mr. John Brown, Jr. (Director)",tommy.brown@hsvcity.com,(256)427-6811,"
500 Church Street Suite B
Huntsville, AL 35801"
The Wave Transit System (WTS),http://www.thewavetransit.com/,"Mobile, AL",Mr. Booker Parker (General Manager),tparker@thewavetransit.com,(251)375-2350 Ext:0,"
1224 West I-65 Service Road South
Mobile, AL 36609"
Montgomery Area Transit System (MATS),http://www.montgomerytransit.com/,"Montgomery, AL",Hon. Todd Strange (Mayor),mayor@montgomeryal.gov,(334)241-2000,"
2318 West Fairview Avenue
Montgomery, AL 36108"
Northwest Alabama Council of Local Governments (NACOLG),http://www.nacolg.com/,"Muscle Shoals, AL",Mr. Keith Jones (Executive Director),kjones@nwscc.cc.al.us,(256)389-0555,"
Muscle Shoals, AL 35662"
Lee-Russell Council of Governments (LRCOG),http://www.lrcog.com/,"Opelika, AL",Ms. Suzanne Burnette (Executive Director),suzanne.burnette@adss.alabama.gov,(334)749-5264 Ext:206,"
2207 Gateway Drive
Opelika, AL 36801"
Tuscaloosa County Parking and Transit Authority (TMT),http://www.uatrolley.org/,"Tuscaloosa, AL",Mr. Jimmie Cain (CEO and Manager),jcain@uatrolley.org,(205)556-3876,"
2450 Hargrove Road, East
Tuscaloosa, AL 35405"
Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),http://www.polk-county.net/,"Bartow, FL","Mr. Paul Simmons (Director, Polk County Transit Services)",paulsimmons@polk-county.net,(863)534-5368,"
1290 Golfview Avenue Drawer HS09
Bartow, FL 33831"
"Tri-County Community Council, Inc. (TCCC)",///,"Bonifay, FL",Mr. Joel Paul (Executive Director),joelpaul.tccc@mchsi.com,(850)547-3689,"
302 North Oklahoma Street
Bonifay, FL 32425"
Manatee County Area Transit (MCAT),http://www.mymanatee.org/,"Bradenton, FL",Mr. Ralf Heseler (Transit Manager),ralf.heseler@mymanatee.org,(941)747-8621 Ext:222,"
1108 26th Avenue, East
Bradenton, FL 34208"
Hernando County Board of County Commissioners (The Bus),http://www.hernandobus.com/,"Brooksville, FL",Mr. Ronald Pianta (Planning Director),RPianta@co.hernando.fl.us,(352)754-4057,"
20 North Main Street, Room 262
Brooksville, FL 34601"
Space Coast Area Transit (SCAT),http://www.ridescat.com/,"Cocoa, FL",Mr. James Liesenfelt (Transit Director),jim@ridescat.com,(321)635-7815,"
401 South Varr Avenue
Cocoa, FL 32922"
Lee County Transit (LeeTran),http://www.rideleetran.com/,"Fort Myers, FL",Mr. Steven Myers (Transit Director),slmyers@leegov.com,(239)533-0322,"
6035 Landing View Road
Fort Myers, FL 33907"
"Council on Aging of St. Lucie, Inc. (CT)",http://www.treasurecoastconnector.com/,"Fort Pierce, FL",Mr. Darrell Drummond (President/Chief Executive Officer),ddrummond@coasl.com,(772)345-8215,"
1505 Orange Avenue
Fort Pierce, FL 34950"
Okaloosa County Board of County Commissioners,http://www.okaloosa.fl.us/,"Fort Walton Beach, FL",Mr. William Roberts (Chairman),broberts@co.okaloosa.fl.us,(850)651-7105,"
600 Transit Way
Fort Walton Beach, FL 32547"
Gainesville Regional Transit System (RTS),http://www.go-rts.com/,"Gainesville, FL",Mr. Jesus Gomez (Transit Director),gomezjm@cityofgainesville.org,(352)334-2609,"
100 Southeast 10th Avenue
Gainesville, FL 32601"
Jacksonville Transportation Authority (JTA),http://www.jtafla.com/,"Jacksonville, FL",Mr. Michael Blaylock (Executive Director),MBlaylock@jtafla.com,(904)630-3181,"
100 North Myrtle Avenue
Jacksonville, FL 32204"
Lakeland Area Mass Transit District (Citrus Connection),http://www.ridecitrus.com/,"Lakeland, FL",Mr. Daniel Ours (Executive Director),dours@ridecitrus.com,(863)688-7433 Ext:121,"
1212 George Jenkins Boulevard
Lakeland, FL 33802"
Miami-Dade Transit (MDT),http://www.miamidade.gov/transit,"Miami, FL",Mr. Harpal Kapoor (Director),hkapoor@miamidade.gov,(786)469-5675,"
701 NW 1st Court 17th Floor
Miami, FL 33136"
"Miami Lakes - VPSI, Inc.",http://www.vpsiinc.com/,"Miami Lakes, FL",Mr Jeffery Henning (President),jeff.henning@vpsiinc.com,(248)597-3500,"
14361 Commerce Way Suite 303
Miami Lakes, FL 33016"
Collier Area Transit (CAT),http://www.colliergov.net/,"Naples, FL","Mr. Norman Feder (Administrator, Transportation Division)",NormanFeder@colliergov.net,(239)774-8192,"
8300 RADIO RD
Naples, FL 34104"
"City of Ocala, Florida (SunTran)",http://www.suntran.org/,"Ocala, FL",Mr. Greg Slay (Director),gslay@ocalafl.org,(352)629-8297,"
121 Southeast Watula Avenue P.O. Box 1270
Ocala, FL 34478"
Central Florida Regional Transportation Authority (LYNX),http://www.golynx.com/,"Orlando, FL",Ms. Linda Watson (Executive Director),lwatson@golynx.com,(407)841-2279 Ext:6017,"
455 North Garland Avenue
Orlando, FL 32801"
Bay County Council On Aging Bay Coordinated Transportation (BCCOA),http://www.baycouncilonaging.org/,"Panama City, FL",Ms. Elizabeth Coulliette (Executive Director),coull1074@aol.com,(850)769-3468,"
1116 Frankford Avenue
Panama City, FL 32401"
Escambia County Area Transit (ECAT),http://www.goecat.com/,"Pensacola, FL",Mr. William Gordon (Interim General Manager),kenneth.gordon@veoliatransportation.com,(850)595-3228 Ext:214,"
1515 West Fairfield Drive
Pensacola, FL 32501"
Pasco County Public Transportation (PCPT),http://www.ridepcpt.com/,"Port Richey, FL",Mr. Daniel Johnson (Assistant County Administrator),djohnson@pascocountyfl.net,(727)847-8008,"
8620 Galen Wilson Boulevard
Port Richey, FL 34668"
Charlotte County Transit Division,http://www.charlottefl.com/,"Punta Gorda, FL",Mr. Fred McKenna (Transit Supervisor),fred.mckenna@charlottefl.com,941-833-6236 Ext:6236,"
25490 Airport Road
Punta Gorda, FL 33950"
Sarasota County Area Transit (SCAT),http://www.scgov.net/scat,"Sarasota, FL",Mr. Anthony Beckford (General Manager Transit),abeckfor@scgov.net,(941)861-1003,"
5303 Pinkney Avenue
Sarasota, FL 34233"
"County of Volusia, dba: VOTRAN (Votran)",http://www.votran.org/,"South Daytona, FL",Mr Ken Fischer (General Manager),kfischer@co.volusia.fl.us,(386)756-7496 Ext:4126,"
950 Big Tree Road
South Daytona, FL 32119"
"St Johns County, Florida, Board of County Commissioners (St Johns County)",http://www.co.st-johns.fl.us/,"St. Augustine, FL",Mr. Michael Wanchick (County Administrator),mwanchick@sjcfl.us,(904)209-0530,"
500 San Sebastian View
St. Augustine, FL 32084"
Pinellas Suncoast Transit Authority (PSTA),http://www.psta.net/,"St. Petersburg, FL",Ms. Lori Clark (Controller),lclark@psta.net,(727)540-1817,"
3201 Scherer Drive
St. Petersburg, FL 33716"
"Council on Aging of Martin County, Inc. (COAMC \ CC - MCBOCC)",http://www.coamc.org/,"Stuart, FL",Ms. Barbara Kauffman (President/CEO),bkauffman@coamc.org,(772)223-7800 Ext:801,"
1071 East 10th Street
Stuart, FL 34996"
City of Tallahassee (StarMetro ),http://www.talgov.com/,"Tallahassee, FL",Mr. Ronald Garrison (Executive Director),ron.garrison@talgov.com,(850)891-5200,"
555 Appleyard Drive
Tallahassee, FL 32304"
Hillsborough Area Regional Transit Authority (HART),http://www.gohart.org/,"Tampa, FL",Mr. David Armijo (Chief Executive Officer),ARMIJOD@GOHART.ORG,(813)623-5835 Ext:1701,"
4305 East 21st Avenue
Tampa, FL 33605"
Lake County Board of County Commissioners (LCBOCC),http://www.lakecountyfl.gov/,"Tavares, FL",Ms. Cindy Hall (County Manager),chall@lakecountyfl.gov,352-343-9888,"
Tavares, FL 32778"
"Senior Resource Association, Inc. (SRA)",http://www.seniorresourceassociation.org/,"Vero Beach, FL",Ms. Karen Deigl (President/CEO),kdeigl@sramail.org,(772)569-0760 Ext:104,"
694 14th Street
Vero Beach, FL 32960"
"Board of County Commissioners, Palm Beach County, PalmTran, Inc. (PalmTran)",http://www.palmtran.org/,"West Palm Beach, FL",Mr. Charles Cohen (Executive Director),ccohen@pbcgov.com,(561)841-4200,"
3201 Electronics Way
West Palm Beach, FL 33407"
Albany Transit System (ATS),http://www.albany.ga.us/ats/ats,"Albany, GA",Mr. Alfred Lott (City Manager),alott@albany.ga.us,(229)431-3234,"
712 Flint Avenue
Albany, GA 31701"
Athens Transit System (ATS),http://www.athenstransit.com/,"Athens, GA",Mr. Butch McDuffie (Director of Public Transit),butchmcduffie@co.clarke.ga.us,(706)613-3432,"
775 E. Broad St.
Athens, GA 30601"
Georgia Regional Transportation Authority (GRTA),http://www.grta.org/,"Atlanta, GA",Mr. Dick Anderson (Executive Director),danderson@grta.org,404-463-3012,"
245 Peachtree Center Ave. NE Suite 800
Atlanta, GA 30303"
Metropolitan Atlanta Rapid Transit Authority (MARTA),http://www.itsmarta.com/,"Atlanta, GA",Dr. Beverly Scott (General Manager/CEO),bscott@itsmarta.com,(404)848-5313,"
2424 Piedmont Road, N.E.
Atlanta, GA 30324"
Augusta Richmond County Transit Department (APT),http://www.augustaga.gov/,"Augusta, GA",Mr. Heyward Johnson (Transit Director),hjohnson@augustaga.gov,(706)821-1721,"
1535 Fenwick Street
Augusta, GA 30904"
City of Canton Transit,http://www.canton-georgia.com/,"Canton, GA",Hon. Gene Hobgood (Mayor),geneh@canton-georgia.com,(770)704-1506,"
151 Elizabeth Street
Canton, GA 30114"
Metra Transit System (Metra),http://www.metratransit.com/,"Columbus, GA",Mrs. Saundra Hunter (Director of Transportation/METRA),shunter@columbusga.org,(706)225-4582,"
814 Linwood Boulevard
Columbus, GA 31902"
Douglas County Rideshare (Rideshare),http://www.douglascountyrideshare.com/,"Douglasville, GA",Mr. Tom Worthan (Chairperson-County Commission),tworthan@co.douglas.ga.us,(770)920-7269,"
Douglas County Transportation Cntr. 8800 Dorris Road
Douglasville, GA 30134"
Clayton County Board of Commissioners (CTRAN),http://www.co.clayton.ga.us/,"Jonesboro, GA","Mr. Eldrin Bell (Chairman, Clayton County Board of Commissioners)",eldrin.bell@co.clayton.ga.us,(770)477-3208,"
112 Smith Street
Jonesboro, GA 30236"
Gwinnett County Board of Commissioners (GCT),http://www.gwinnettcounty.com/,"Lawrenceville, GA",Mr. Leslie Allen (Director),brian.allen@gwinnettcounty.com,(770)822-7417,"
75 Langley Drive
Lawrenceville, GA 30045"
Macon-Bibb County Transit Authority (MTA ),http://www.mta-mac.com/,"Macon, GA",Mr. Richard Jones (General Manager/CEO),rjones@mta-mac.com,(478)803-2500 Ext:2523,"
200 Cherry Street
Macon, GA 31201"
Cobb County Department of Transportation Authority (CCT),http://www.cobbcounty.org/,"Marietta, GA",Ms. Rebecca Gutowsky (Transit Division Manager),rebecca.gutowsky@cobbcounty.org,(770)528-1614,"
463 Commerce Park Drive Suite 112
Marietta, GA 30060"
"Marietta - VPSI, Inc.",http://www.vpsiinc.com/,"Marietta, GA",Mr. Jeffrey Henning (President),jeff.henning@vpsiinc.com,(248)597-3500,"
1343 Canton Rd
Marietta, GA 30066"
City of Rome Transit Department (RTD),http://www.romega.us/,"Rome, GA",Mr. John Bennett (City Manager),jbennett@romega.us,706-236-4400,"
168 North Avenue
Rome, GA 30161"
Chatham Area Transit Authority (CAT),http://www.catchacat.org/,"Savannah, GA",Mr. Charles Odimgbe (Executive Director),COdimgbe@catchacat.org,(912)236-2111 Ext:3910,"
900 East Gwinnett Street
Savannah, GA 31401"
Lexington Transit Authority (LexTran),http://www.lextranonthemove.org/,"Lexington, KY",Mr Rocky Burke (General Manager),rburke@lextran.com,(859)255-7756 Ext:202,"
109 West Loudon Avenue
Lexington, KY 40508"
Transit Authority of River City (TARC),http://www.ridetarc.org/,"Louisville, KY",Mr. J. Barker (Executive Director),jbarrybarker@ridetarc.org,(502)561-5100,"
1000 West Broadway
Louisville, KY 40203"
Coast Transit Authority (CTA),http://www.coasttransit.com/,"Gulfport, MS",Mr. Kevin Coggin (Executive Director),kcoggin@coasttransit.com,(228)896-8080 Ext:212,"
333 DeBuys Road
Gulfport, MS 39507"
City of Jackson Transit System (JATRAN),http://www.city.jackson.ms.us/,"Jackson, MS",Mr. Sam Tensley (General Manager),jatrangm@bellsouth.net,(601)948-7140 Ext:5400,"
200 South President Street
Jackson, MS 39205"
Asheville Transit System (ATS),http://www.ashevilletransit.com/,"Asheville, NC",Mrs. Mariate Echeverry (Transportation Planning Manager),mecheverry@ashevillenc.gov,(828)232-4528,"
360 West Haywood Street
Asheville, NC 28801"
Town of Cary (CTRAN),http://www.townofcary.org/,"Cary, NC",Mr. Benjamin Shivar (Town Manager),ben.shivar@townofcary.org,(919)469-4003,"
316 North Academy Street
Cary, NC 27513"
Chapel Hill Transit (CHT),http://www.chtransit.org/,"Chapel Hill, NC",Mr. Kerry Spade (Transportation Director),sspade@townofchapelhill.org,(919)969-4909,"
405 Martin Luther King, Jr. Blvd.
Chapel Hill, NC 27514"
Charlotte Area Transit System (CATS),http://www.ridetransit.org/,"Charlotte, NC",Mr. John Muth (Interim Chief Executive Officer),jmuth@ci.charlotte.nc.us,(704)336-3373,"
600 East Fourth Street
Charlotte, NC 28202"
Durham Area Transit Authority (DATA),http://www.durhamnc.gov/,"Durham, NC",Mr. Stephen Mancuso (Transit Administrator),stephen.mancuso@durhamnc.gov,(919)560-1535 Ext:209,"
1907 Fay Street
Durham, NC 27704"
Fayetteville Area System of Transit (FAST),http://fayettevilleonline.com/fast/,"Fayetteville, NC",Mr. Dale Iman (Chief Executive Officer),DIman@ci.fay.nc.us,(910)433-1990,"
455 Grove Street
Fayetteville, NC 28301"
Goldsboro-Wayne Transportation Authority (GATEWAY),http://www.ridegateway.com/,"Goldsboro, NC",Mr. Alan Stubbs (Executive Director/CEO),alan.stubbs@waynegov.com,(919)736-1374,"
P. O. Box 227
Goldsboro, NC 27533"
Guildford County Transportation (GCTAMS),http://www.co.guilford.nc.us/,"Greensboro, NC",Ms Myra Thompson (Transportation Manager),mthomps@co.guilford.nc.us,(336)641-3094,"
1203 Maple St, Rm 120
Greensboro, NC 27405"
Greensboro Transit Authority (GTA),http://www.greensboro-nc.gov/,"Greensboro, NC",Ms. Elizabeth James (Public Transportation Manager),libby.james@greensboro-nc.gov,(336)373-2820,"
300 East Friendly Avenue
Greensboro, NC 27402"
High Point Transit (Hi tran),http://www.high-point.net/hitran,"High Point, NC","Mr. Mark McDonald, P.E. (Transportation Director)",mark.mcdonald@highpointnc.gov,(336)883-3225,"
716 West Kivett Drive
High Point, NC 27262"
Davidson County Transportation (DCTS),http://www.co.davidson.nc.us/,"Lexington, NC",Mr. George Hodges (Transportation Manager Davidson County Transportation System),george.hodges@davidsoncountync.gov,(336)242-2252,"
925 North Main Street
Lexington, NC 27293"
Capital Area Transit (CAT),http://www.raleigh-nc.org/transit,"Raleigh, NC",Mr. Scott McClellan (General Manager),Scott.Mcclellan@ci.raleigh.nc.us,(919)833-5713,"
1430 South Blount Street
Raleigh, NC 27603"
North Carolina State University Transportation Department (NCSU),http://www.ncsu.edu/transportation,"Raleigh, NC",Mr. Tom Kendig (Director of Transportation),tom_kendig@ncsu.edu,(919)515-1364,"
2721 Sullivan Drive CB 7221
Raleigh, NC 27695"
Research Triangle Regional Public Transportation Authority (TTA),http://www.ridetta.org/,"Research Triangle Park, NC",Mrs. Saundra Freeman (Director Financial and Administrative Services),sfreeman@ridetta.org,(919)485-7415,"
68 Alexander Drive
Research Triangle Park, NC 27709"
Cape Fear Public Transportation Authority (Wave),http://www.wavetransit.com/,"Wilmington, NC",Mr. Albert Eby (Director),aeby@wavetransit.com,(910)202-2035,"
P.O. Box 12630
Wilmington, NC 28405"
Winston-Salem Transit Authority - Trans-Aid of Forsyth County (WSTA),http://www.wstransit.com/,"Winston-Salem, NC",Mr. Art Barnes (General Manager),abarnes@wstransit.com,(336)727-2648,"
1060 North Trade Street
Winston-Salem, NC 27101"
Department of Transportation and Public Works (DTPW),http://www.dtop.gov.pr/,"San Juan, PR",Eng. Ruben Hernandez-Gregorat (Secretary),rahernandez@act.dtop.gov.pr,(787)725-7112,"
Minillas Station
San Juan, PR 00940"
Metropolitan Bus Authority (MBA),http://www.dtop.gov.pr/AMA/Amahompg.htm,"San Juan, PR",Mr. Mike O'Neill-Rosa (Chief Executive Officer),moneill@ama.gobierno.pr,(787)767-0115,"
San Juan, PR 00919"
